t,x,y,lum
74.75,-63.0471472,3.465632638,203.2593494
74.79166667,-62.89409138,3.041857002,202.8578914
74.83333333,-62.57958282,2.881716094,204.0289554
74.875,-62.1657809,2.794914095,204.2764712
74.91666667,-61.92965217,2.569263611,204.3164448
74.95833333,-61.84155598,2.251970198,203.792524
75,-61.60993452,2.022767394,204.645927
75.04166667,-61.17638032,1.96364941,204.1780285
75.08333333,-61.04920671,1.928500324,204.1114114
75.125,-61.0316594,1.946987396,203.7253917
75.16666667,-61.01933216,1.96001439,203.7318196
75.20833333,-61.02181024,1.958427827,203.6993323
75.25,-61.00860497,1.971324302,203.9830759
75.29166667,-60.99860255,1.96754485,203.8846203
75.33333333,-61.00012314,1.969055481,203.8595918
75.375,-60.99233503,1.971686731,203.8623165
75.41666667,-60.99084312,1.978402949,204.1071741
75.45833333,-60.99486396,1.969210545,203.8898576
75.5,-60.98648344,1.969416396,203.9576044
75.54166667,-60.98482647,1.969016225,203.9924177
75.58333333,-60.98511294,1.972362776,204.2673386
75.625,-60.98647028,1.965781759,203.8974937
75.66666667,-60.97955139,1.968899268,203.8691614
75.70833333,-60.90455308,1.893450987,203.439481
75.75,-60.7200396,1.697837991,203.540761
75.79166667,-60.56318345,1.470502787,203.6432261
75.83333333,-60.21994324,1.093416744,203.4519936
75.875,-59.9750282,0.9038924985,203.8646266
75.91666667,-59.85679025,0.4670991297,203.5500255
75.95833333,-59.37910239,0.03036732353,204.2901827
76.04166667,-58.86199587,-0.8858854299,204.2629338
76.08333333,-58.3297291,-1.090509449,204.0359654
76.16666667,-57.77610959,-1.993640212,204.0848449
76.20833333,-57.33700447,-2.251196255,204.2475048
76.25,-57.04966744,-2.918869249,203.6555397
76.29166667,-56.89338521,-3.224539971,203.5859204
76.33333333,-56.81162697,-3.854201124,203.6531356
76.375,-56.5335292,-4.159508762,203.8298738
76.41666667,-56.28652651,-4.421677862,203.6866987
76.45833333,-56.06727159,-4.964953536,203.8177019
76.5,-55.91427328,-5.470162365,204.1466108
76.54166667,-55.85624524,-6.042996307,203.7184441
76.58333333,-55.54442758,-6.525105812,203.688527
76.625,-55.57847026,-6.978839363,203.5051768
76.66666667,-55.31570312,-7.253097406,203.8892261
